Views,DownVotes,UpVotes,Reputation,DaysSinceCreation,DaysSinceAccess
3,0,0,6.0,1131,1131
2,0,0,1.0,1131,691
4,0,0,101.0,1131,141
0,0,2,101.0,141,141
2,0,0,11.0,1131,1130
19,0,0,16.0,1131,1131
3,0,0,110.0,419,113
4,0,0,18.0,419,334
0,0,0,1.0,419,419
7,0,0,33.0,419,319
10,0,0,126.0,419,115
9,0,0,9.0,419,413
0,0,0,1.0,419,334
2,0,0,3.0,419,403
4,0,0,30.0,1642,677
0,0,0,1.0,298,117
6,0,0,1.0,912,688
3,0,0,103.0,785,211
0,0,0,9.0,912,912
0,0,0,101.0,785,782
0,0,0,1.0,785,774
0,0,0,1.0,356,301
1,0,0,9.0,356,354
0,0,0,6.0,785,785
8,0,0,131.0,356,269
0,0,1,108.0,356,160
0,0,0,1.0,356,113
8,0,0,61.0,356,356
1,0,0,6.0,356,248
0,0,0,1.0,356,356
57,0,14,68.0,356,111
2,0,0,53.0,1482,1482
2,0,0,6.0,1482,1481
213,0,0,491.0,1482,1058
160,16,97,552.0,1482,112
6,0,0,101.0,1482,682
10,0,0,6.0,1482,1482
18,0,0,11.0,1482,1476
7,0,0,26.0,1482,1481
215,7,118,321.0,785,149
1,0,0,3.0,878,864
10,0,0,11.0,878,115
6,0,0,8.0,878,871
10,0,0,156.0,238,198
1,0,0,11.0,238,228
0,0,0,1.0,238,238
4,0,0,16.0,238,217
51,1,100,366.0,238,111
1,0,0,3.0,238,150
6,0,0,1.0,238,237
3,0,2,46.0,238,112
3,0,0,6.0,238,237
0,0,0,6.0,238,238
0,0,0,1.0,187,160
0,0,0,1.0,187,156
4,0,0,11.0,187,187
0,0,0,13.0,187,184
5,0,4,29.0,187,138
0,0,0,1.0,187,187
0,0,0,1.0,187,187
11,0,0,6.0,187,145
1,0,0,6.0,187,113
20,0,0,121.0,878,156
0,0,0,1.0,286,286
4,0,0,1.0,286,281
12,0,0,8.0,286,125
26,0,0,1.0,286,172
0,0,0,1.0,286,136
0,0,0,1.0,286,286
12,0,0,53.0,286,235
0,0,0,11.0,286,155
19,0,3,58.0,286,116
1,0,5,101.0,918,137
296,4,101,1215.0,918,124
1,0,0,36.0,1170,1170
1,0,0,101.0,1170,472
6,0,0,1.0,1170,142
1,0,1,101.0,1170,695
1,0,1,101.0,1170,666
0,0,0,1.0,1170,806
2,0,0,13.0,918,586
8,0,1,101.0,1170,112
2,0,0,103.0,918,918
7,0,0,13.0,918,641
0,0,0,11.0,918,771
7,0,0,21.0,1126,1100
3,0,0,101.0,1115,983
16,0,20,317.0,882,115
4,0,7,101.0,882,130
0,0,0,1.0,882,882
0,0,0,16.0,882,882
4,0,0,101.0,882,882
3,0,0,11.0,882,413
0,0,0,1.0,280,280
6,0,0,11.0,471,194
0,0,0,1.0,325,117
2,0,0,8.0,471,241
2,0,0,1.0,1115,1090
1,0,0,1.0,177,177
2,0,0,1.0,177,173
0,0,0,1.0,177,175
0,0,0,1.0,471,291
6,0,0,40.0,177,147
1,0,0,11.0,177,118
0,0,0,101.0,177,177
1,0,0,9.0,177,121
2,0,0,1.0,177,177
4,0,0,1.0,177,113
0,0,0,6.0,282,282
3,0,0,16.0,282,282
2,0,0,1.0,141,139
4,0,0,13.0,444,115
0,0,0,1.0,141,133
0,0,0,1.0,282,198
2,0,0,1.0,282,210
1,0,0,5.0,282,128
0,0,0,1.0,282,268
1,0,0,1.0,444,444
0,0,0,1.0,444,444
4,0,0,46.0,444,444
0,0,2,25.0,444,379
0,0,0,11.0,444,444
0,0,0,1.0,444,332
2,0,0,9.0,414,192
1,0,0,1.0,471,249
0,0,0,6.0,414,414
10,0,0,11.0,414,260
5,0,0,101.0,414,381
2,0,0,66.0,414,364
4,0,0,101.0,414,414
1,0,0,8.0,414,414
24,0,5,32.0,414,221
4,0,7,88.0,678,145
63,0,33,310.0,678,146
1,0,0,18.0,678,678
16,0,1,28.0,678,644
1,0,0,1.0,678,543
0,0,0,1.0,678,207
7,0,57,158.0,678,329
11,0,0,31.0,678,208
0,0,0,1.0,678,375
0,0,0,1.0,211,210
0,0,0,1.0,211,118
24,0,0,14.0,211,210
6,0,0,1.0,211,206
3,0,0,13.0,211,179
0,0,0,1.0,211,211
0,0,0,3.0,211,183
1,0,0,1.0,211,211
0,0,0,1.0,211,134
1,0,0,1.0,211,211
662,17,361,2472.0,890,114
18,0,5,133.0,471,401
262,149,1267,2283.0,890,114
4,0,0,6.0,890,646
21,0,1,122.0,1802,1087
36,0,45,97.0,890,760
0,0,1,101.0,471,129
6,0,0,6.0,890,890
20,0,9,130.0,1802,523
2,0,3,101.0,1921,492
38,0,1,123.0,1802,1082
0,0,3,101.0,330,330
10,0,1,60.0,1921,1636
27,0,0,89.0,1921,1918
22,0,0,18.0,1802,1776
24,0,5,133.0,1922,1108
18,0,0,25.0,432,422
3,0,0,31.0,432,432
29,0,0,21.0,432,429
0,0,0,6.0,432,432
0,0,0,6.0,432,431
0,0,0,1.0,432,248
0,0,0,1.0,432,367
1,0,0,11.0,432,370
0,0,3,101.0,330,330
2,0,0,31.0,436,115
0,0,0,1.0,436,436
9,0,0,6.0,646,618
0,0,1,101.0,436,436
3,0,0,101.0,436,113
2,0,0,3.0,436,153
1,0,0,6.0,585,583
2,0,0,1.0,811,810
11,0,0,16.0,811,810
2,0,1,23.0,811,810
33,0,22,217.0,811,420
0,0,0,1.0,811,706
2,0,0,3.0,811,811
1,0,0,103.0,811,377
0,0,1,103.0,811,802
0,0,0,1.0,328,210
0,0,0,1.0,328,113
9,0,0,11.0,811,382
4,0,1,118.0,811,810
0,0,0,1.0,182,182
0,0,0,1.0,328,328
5,0,2,18.0,328,134
4,0,0,18.0,328,326
3,0,0,6.0,449,449
0,0,0,1.0,449,436
6,0,0,61.0,449,449
0,0,0,1.0,449,449
0,0,2,101.0,449,113
0,0,0,1.0,449,229
3,0,0,1.0,727,304
2,0,22,101.0,727,116
0,0,0,1.0,727,725
0,0,4,49.0,727,724
0,0,0,1.0,727,243
3,0,0,1.0,727,333
0,0,0,3.0,727,701
29,0,0,1.0,727,726
2,0,0,13.0,982,911
0,0,0,1.0,982,971
1,0,1,101.0,982,130
7,0,2,140.0,1810,607
0,0,0,6.0,982,982
0,0,0,1.0,439,337
24,0,1,46.0,893,117
17,0,1,62.0,893,417
9,0,0,81.0,893,893
2,0,0,101.0,893,893
0,0,0,1.0,982,981
0,0,11,108.0,893,117
0,0,0,1.0,893,893
1,0,0,101.0,893,789
33,1,15,460.0,893,150
1,0,0,1.0,304,303
1,0,0,11.0,304,304
6,0,0,29.0,304,304
0,0,0,101.0,304,304
0,0,0,16.0,304,304
0,0,0,1.0,304,217
0,0,0,1.0,973,973
0,0,2,101.0,304,304
0,0,0,1.0,237,237
1,0,0,6.0,133,133
2,0,0,1.0,133,116
0,0,0,1.0,133,132
0,0,0,1.0,133,133
1,0,0,1.0,133,133
0,0,0,1.0,133,133
0,0,0,1.0,133,130
2,0,0,6.0,133,133
0,0,0,1.0,133,133
1,0,0,6.0,133,115
3,0,0,6.0,664,657
2,0,0,15.0,664,176
4,0,0,101.0,664,121
11,0,6,194.0,664,120
6,0,1,103.0,664,661
1,0,0,11.0,664,648
1,0,1,18.0,664,611
3,0,2,108.0,331,267
0,0,0,1.0,331,162
0,0,0,101.0,353,353
0,0,0,1.0,331,331
5,0,1,61.0,331,328
8,0,0,6.0,331,210
10,0,0,10.0,331,329
2,0,0,16.0,331,228
0,0,0,17.0,331,331
0,0,0,1.0,331,331
3,0,1,46.0,331,329
18,0,0,30.0,709,697
11,0,7,43.0,709,709
1,0,0,21.0,373,373
0,0,0,1.0,373,368
14,0,31,93.0,709,161
0,0,0,101.0,709,709
1,0,0,1.0,709,709
22,0,0,11.0,709,300
0,0,0,1.0,236,236
0,0,0,1.0,745,745
2,0,0,6.0,745,731
2,0,1,128.0,745,142
0,0,0,101.0,1742,1739
0,0,1,101.0,630,173
10,8,67,343.0,1742,112
3,0,0,1.0,745,744
1,0,0,101.0,745,127
1615,261,1627,20555.0,1742,111
16,0,19,101.0,1742,114
292,0,0,506.0,1742,1730
6,0,0,16.0,592,487
3,0,0,11.0,527,116
10,0,0,1.0,182,167
0,0,0,56.0,182,178
2,0,0,16.0,527,526
6,0,0,13.0,182,162
0,0,0,1.0,131,131
6,0,1,42.0,131,112
0,0,0,1.0,131,128
0,0,1,18.0,131,111
1,0,0,8.0,131,131
0,0,0,1.0,131,131
0,0,0,1.0,131,131
0,0,0,1.0,131,131
11,0,0,54.0,131,130
2,0,0,101.0,449,317
0,0,0,1.0,565,565
8,0,0,11.0,692,679
0,0,0,1.0,565,565
1,0,0,101.0,565,121
16,1,17,224.0,565,211
0,0,0,1.0,565,565
0,0,0,1.0,565,565
1,0,0,1.0,692,692
22,0,10,50.0,692,114
0,0,0,101.0,692,176
2,0,0,1.0,692,692
2,0,7,41.0,565,279
0,0,0,1.0,592,337
1,0,0,31.0,1516,1516
4,0,0,8.0,674,588
4,0,0,21.0,1008,655
8,0,0,3.0,1008,869
81,3,119,147.0,1008,712
1,0,0,1.0,1008,1008
2,0,0,1.0,1008,1008
0,0,0,1.0,1008,1008
18,0,5,113.0,292,138
1,0,0,6.0,1516,1515
2,0,0,11.0,1008,988
0,0,1,101.0,1008,114
0,0,0,6.0,292,222
2,0,0,6.0,292,292
1,0,0,11.0,1516,1516
0,0,0,1.0,433,433
0,0,0,1.0,153,142
0,0,0,1.0,592,111
0,0,0,1.0,433,124
6,0,0,1.0,678,677
2,0,0,1.0,559,129
0,0,0,101.0,559,516
0,0,0,1.0,559,549
1,0,2,101.0,559,187
66,5,112,798.0,559,158
0,0,0,1.0,559,559
1,0,2,101.0,559,120
0,0,0,1.0,160,122
0,0,0,1.0,160,155
18,0,1,311.0,160,111
0,0,0,1.0,160,160
0,0,0,101.0,559,559
13,0,2,27.0,559,153
1,0,0,1.0,160,160
0,0,0,1.0,160,160
2,0,0,8.0,576,576
0,0,0,1.0,576,576
2,0,0,1.0,576,417
1,0,0,1.0,576,403
0,0,0,11.0,576,576
12,0,26,91.0,576,412
1,0,0,1.0,576,549
0,0,0,3.0,576,572
1,0,0,1.0,918,242
0,0,0,1.0,213,115
1,0,0,6.0,213,210
1,0,0,6.0,918,439
0,0,0,1.0,213,213
3,0,0,1.0,918,918
3,0,0,4.0,213,207
6,0,0,20.0,213,152
0,0,0,101.0,657,495
1,0,0,26.0,213,212
0,0,0,1.0,918,203
1,0,0,1.0,410,130
1,0,0,1.0,410,410
1,0,1,101.0,918,614
0,0,0,8.0,410,403
11,0,0,103.0,410,199
0,0,0,11.0,410,410
7,0,0,1.0,213,213
0,0,0,6.0,410,410
42,0,4,129.0,410,114
0,0,0,3.0,410,410
0,0,0,1.0,410,408
4,0,0,1.0,236,236
0,0,0,1.0,141,141
56,0,6,353.0,1569,754
1,0,0,6.0,571,562
0,0,0,101.0,571,204
0,0,0,1.0,571,565
0,0,0,1.0,571,553
2,0,0,40.0,571,571
0,0,0,1.0,571,571
0,0,0,3.0,571,569
0,0,1,106.0,1023,744
3,0,0,16.0,546,546
8,0,11,152.0,769,200
1,0,0,101.0,826,377
0,0,0,1.0,826,401
2,0,1,36.0,211,168
89,0,4,218.0,826,216
540,0,9,146.0,377,289
0,0,0,16.0,377,377
32,0,15,73.0,826,702
0,0,0,1.0,546,362
6,0,0,5.0,377,212
1,0,0,1.0,377,284
4,0,0,6.0,826,810
22,0,0,24.0,377,350
8,0,0,34.0,377,368
0,0,0,11.0,377,375
0,0,0,1.0,377,142
25,0,0,11.0,1399,1353
1,0,1,101.0,1108,1108
13,0,0,41.0,1108,1108
2,0,0,11.0,404,364
4,0,0,11.0,998,682
0,0,0,14.0,998,998
31,0,0,16.0,1399,998
14,0,1,101.0,1399,1320
1,0,0,8.0,404,402
0,0,0,1.0,1108,650
3,0,0,249.0,1108,1015
0,0,0,1.0,404,404
6,0,0,26.0,1108,1107
3,0,2,125.0,1108,275
124,0,87,387.0,769,123
0,0,0,1.0,534,533
22,0,3,26.0,534,122
2,0,0,6.0,534,522
1,0,0,18.0,534,158
34,3,77,598.0,625,155
0,0,0,1.0,534,534
4,0,0,13.0,534,345
1,0,0,21.0,534,441
6,0,0,11.0,625,585
1,0,0,11.0,625,625
2,0,0,6.0,131,131
0,0,0,1.0,625,625
12,1,10,176.0,625,112
1,0,0,6.0,625,625
0,0,0,1.0,275,275
17,0,4,39.0,275,138
4,0,0,1.0,275,263
2,0,0,3.0,384,382
4,0,0,6.0,275,179
0,0,0,1.0,384,381
0,0,0,1.0,275,214
10,0,0,11.0,275,237
2,0,0,1.0,275,275
3,0,0,11.0,275,275
1,0,0,1.0,448,446
0,0,0,1.0,384,209
0,0,0,13.0,191,154
1,0,1,16.0,179,150
3,0,1,36.0,1036,627
21903,861,3785,115123.0,893,111
1,0,0,1.0,448,435
1,0,0,6.0,191,191
7,0,66,118.0,1122,113
3,0,0,36.0,922,921
1,0,2,38.0,922,908
4,0,0,113.0,1334,924
0,0,0,1.0,191,191
0,0,2,101.0,922,481
476,12,81,5302.0,922,135
9,0,11,111.0,922,121
8,0,10,101.0,922,139
13,0,6,127.0,1334,996
0,0,0,1.0,191,191
1267,12,129,3455.0,1955,114
8,0,2,56.0,1955,229
101,0,83,881.0,1955,351
7,0,2,101.0,1955,871
206,2,104,726.0,1334,113
6,0,0,9.0,191,112
14,0,47,51.0,1036,113
5,0,0,6.0,191,114
15,0,0,71.0,1036,1036
4,0,3,91.0,893,368
0,0,0,1.0,165,164
61,0,0,113.0,1036,650
0,0,0,1.0,191,191
0,0,0,1.0,394,394
0,0,0,1.0,191,189
48,0,106,381.0,817,112
0,0,0,101.0,817,787
0,0,0,1.0,367,365
1,0,0,101.0,818,560
0,0,0,6.0,367,364
16,0,6,53.0,367,149
3,0,2,41.0,367,365
6,0,0,1.0,818,773
24,0,0,81.0,1097,1089
5,0,0,11.0,1097,1095
10,0,1,5.0,1097,722
71,0,52,310.0,1097,315
2,0,0,1.0,1097,351
9,0,1,110.0,1097,423
8,0,18,115.0,1097,111
5,0,0,1.0,1097,241
2,0,0,96.0,754,754
0,0,0,1.0,754,754
11,0,0,41.0,911,908
0,0,0,1.0,754,748
26,0,1,36.0,754,186
5,0,0,11.0,754,694
4,0,0,42.0,754,165
0,0,0,1.0,754,605
2,0,0,1.0,185,185
11,0,0,34.0,304,267
1,0,0,1.0,304,304
5,0,1,101.0,1408,1381
6,0,0,6.0,704,452
5,0,3,101.0,1408,907
3,0,0,33.0,1408,1403
0,0,0,101.0,1408,365
0,0,0,1.0,1408,997
1,0,0,101.0,1408,1408
9,0,0,26.0,1408,1407
192,0,60,575.0,1408,254
30,0,0,46.0,304,291
242,4,430,2233.0,1001,111
12,0,1,287.0,1001,242
0,0,0,1.0,304,229
0,0,0,1.0,1001,995
0,0,0,3.0,1001,1001
1,0,0,1.0,1001,1001
0,0,8,101.0,1001,612
2,0,0,21.0,1001,700
2,0,0,11.0,1001,1001
1,0,0,6.0,165,154
10,0,1,26.0,1386,1374
0,0,0,1.0,278,145
2,0,0,6.0,165,165
3,0,0,9.0,614,196
0,0,0,1.0,614,614
2,0,0,11.0,614,582
0,0,0,1.0,614,613
0,0,0,3.0,614,604
20,0,1,30.0,614,278
0,0,0,21.0,614,111
1,0,0,101.0,945,369
1,0,3,101.0,945,521
17,0,13,151.0,945,143
2,0,0,33.0,945,943
1,0,0,1.0,945,400
13,0,0,18.0,945,924
3,0,0,1.0,945,941
0,0,0,1.0,945,575
109,2,151,620.0,945,112
0,0,0,1.0,945,945
1,0,0,3.0,135,135
0,0,0,1.0,135,131
10,0,0,58.0,278,262
37,0,35,90.0,135,111
2,0,0,101.0,1045,303
0,0,0,1.0,135,134
0,0,0,1.0,135,135
0,0,0,1.0,499,499
10,0,0,3.0,499,357
0,0,0,1.0,135,114
4,0,0,3.0,499,297
0,0,0,1.0,135,117
3,0,0,13.0,499,499
4,0,0,1.0,499,495
3,0,0,8.0,135,125
5,0,0,1.0,249,217
2,0,0,1.0,249,206
4,0,0,1.0,249,188
0,0,0,1.0,249,203
2,0,0,11.0,249,249
2,0,0,13.0,249,234
0,0,0,1.0,249,249
2,0,2,38.0,249,244
1,0,0,1.0,249,248
1,0,0,6.0,249,247
7,0,2,60.0,633,143
1,0,0,13.0,356,286
2,0,0,6.0,654,652
1,0,0,1.0,477,235
9,0,0,18.0,356,262
1,0,2,101.0,654,294
0,0,0,1.0,356,356
0,0,0,3.0,356,356
0,0,0,1.0,341,150
46,0,0,380.0,341,117
0,0,0,101.0,341,154
1,0,0,1.0,341,340
3,0,5,101.0,341,123
3,0,0,1.0,356,337
1,0,0,1.0,341,262
1,0,0,1.0,341,306
0,0,0,1.0,618,122
3,0,0,1.0,618,618
2,0,0,101.0,618,596
28,0,0,87.0,618,618
2,0,0,1.0,618,618
0,0,0,1.0,618,618
1,0,0,3.0,618,591
0,0,0,1.0,618,609
2,0,0,6.0,1178,1178
0,0,0,1.0,528,360
6,0,0,23.0,871,871
1,0,23,15.0,349,162
2,0,84,101.0,528,116
0,0,0,16.0,528,528
2,0,0,1.0,871,870
9,0,1,25.0,528,506
0,0,0,1.0,349,349
10,1,11,172.0,871,111
13,0,4,113.0,1178,637
3,0,0,1.0,184,167
5,0,0,1.0,1210,128
15,0,2,101.0,1210,969
0,0,0,1.0,283,283
0,0,0,1.0,283,222
3,0,0,1.0,283,283
0,0,0,1.0,283,283
0,0,0,1.0,283,276
24,0,7,51.0,283,272
0,0,0,1.0,1587,1587
14,0,2,101.0,1587,791
7,0,0,1.0,1587,1586
2,0,0,1.0,654,647
0,0,0,1.0,1587,1547
3,0,0,101.0,1587,1587
0,0,0,1.0,1587,1587
0,0,0,1.0,1587,1585
0,0,0,101.0,1045,582
14,0,0,11.0,491,463
2,0,0,13.0,789,779
11,0,0,1.0,491,490
0,0,0,1.0,491,487
48,0,13,543.0,337,111
32,0,0,53.0,337,118
4,0,0,6.0,491,437
1,0,0,11.0,231,220
0,0,0,1.0,231,231
0,0,0,18.0,337,120
0,0,0,1.0,337,189
0,0,0,21.0,231,231
4,0,0,15.0,491,461
30,0,5,129.0,337,116
1,0,0,1.0,231,202
1,0,0,1.0,231,231
0,0,2,101.0,789,789
0,0,0,1.0,194,179
6,0,0,5.0,295,235
0,0,0,1.0,194,194
0,0,0,1.0,295,263
5,0,0,11.0,1148,1148
13,0,2,125.0,1311,166
1,0,0,1.0,1196,698
0,0,0,1.0,1311,585
0,0,0,1.0,1311,338
5,0,0,10.0,1311,1304
3,0,5,101.0,941,614
6,0,3,27.0,941,938
0,0,0,101.0,941,113
0,0,0,3.0,941,941
4,0,0,6.0,1196,1196
0,0,0,3.0,941,941
0,0,0,1.0,941,600
0,0,0,1.0,1196,1196
3,0,0,22.0,1196,1191
0,0,0,101.0,941,941
6,0,0,1.0,373,202
0,0,0,1.0,373,373
6,0,0,21.0,373,373
0,0,0,1.0,194,172
112,0,52,660.0,877,367
3,0,0,6.0,877,876
4,0,0,9.0,877,867
55,1,19,331.0,709,113
0,0,0,1.0,877,876
10,0,1,15.0,877,114
0,0,0,6.0,877,875
0,0,0,21.0,373,372
23,0,0,36.0,1641,1641
1,0,0,101.0,373,113
19,0,15,115.0,1641,162
0,0,0,1.0,373,168
0,0,0,1.0,1074,1074
3,0,0,101.0,1641,1375
5,0,0,1.0,1074,1074
178,1,59,1557.0,1641,294
1,0,0,6.0,746,728
7,0,0,11.0,770,646
2,0,1,20.0,770,724
6,0,0,1.0,746,745
0,0,0,1.0,770,680
0,0,0,1.0,770,770
1,0,0,1.0,770,129
2,0,0,101.0,770,197
1,0,0,6.0,770,770
1,0,0,11.0,770,761
1,0,0,3.0,373,366
172,7,161,2315.0,746,111
14,0,0,10.0,330,226
2,0,0,13.0,330,330
2,0,0,13.0,330,329
0,0,0,8.0,330,330
2,0,0,21.0,330,258
1,0,0,1.0,330,330
0,0,0,1.0,330,160
0,0,0,1.0,1186,738
2,0,0,1.0,1186,119
305,2,31,379.0,1963,130
2,0,0,101.0,934,130
2,0,0,1.0,1186,1164
3,0,0,11.0,1186,1186
34,0,7,157.0,1186,111
0,0,0,1.0,934,934
2,0,0,16.0,1186,1185
3,0,0,11.0,1186,1186
5,0,0,1.0,1186,1186
1,0,0,6.0,934,934
5,0,0,1.0,240,240
1,0,0,1.0,240,240
1,0,0,1.0,240,240
0,0,0,1.0,240,172
790,10,318,4911.0,1963,114
84,0,37,212.0,240,201
2,0,0,15.0,240,237
24,2,136,549.0,240,111
0,0,0,1.0,240,228
0,0,0,11.0,240,237
12,0,0,86.0,382,123
0,0,0,1.0,382,382
0,0,4,101.0,1090,407
0,0,0,1.0,1519,508
998,132,964,4347.0,1237,200
1,0,0,6.0,1238,1228
0,0,0,1.0,1237,945
197,5,197,2620.0,1237,159
21,0,10,67.0,1237,130
1,0,0,6.0,1237,1235
0,0,0,18.0,1237,1228
0,0,0,3.0,1237,1223
3,0,8,101.0,1237,183
2,0,0,6.0,1519,1513
3,0,0,8.0,493,493
0,0,0,21.0,1090,1088
2,0,0,23.0,724,724
66,0,20,150.0,1519,155
0,0,8,101.0,551,243
0,0,1,101.0,551,550
1,0,0,18.0,551,551
0,0,0,1.0,551,551
0,0,0,101.0,551,145
0,0,0,1.0,551,489
0,0,0,1.0,724,724
0,0,1,101.0,354,354
9,0,0,1.0,354,354
2,0,0,8.0,354,354
0,0,0,1.0,354,214
0,0,0,11.0,114,111
0,0,0,11.0,354,354
2,0,0,1.0,200,200
0,0,0,1.0,200,198
1,0,0,1.0,200,197
0,0,4,101.0,200,200
0,0,0,1.0,200,200
0,0,0,6.0,200,198
1,0,3,27.0,200,112
1,0,0,1.0,200,189
0,0,0,1.0,200,145
0,0,0,1.0,200,157
3,0,7,101.0,1669,122
18,0,3,48.0,1080,200
10,0,0,13.0,461,452
6,0,0,6.0,461,294
6,0,0,150.0,462,461
7,0,17,29.0,462,159
9,0,2,28.0,462,459
14,0,0,91.0,461,365
2,0,0,1.0,461,350
4,0,0,17.0,462,200
144,0,63,600.0,461,112
37,0,0,1.0,1080,114
8,0,0,6.0,1080,1080
4,0,0,141.0,1669,993
1,0,1,101.0,1670,1640
6,0,0,26.0,745,745
0,0,0,1.0,1080,1080
1,0,0,1.0,1670,1669
5,0,0,19.0,287,286
0,0,0,1.0,287,286
0,0,0,1.0,287,205
3,0,0,1.0,287,204
1,0,0,1.0,287,287
0,0,0,101.0,287,287
1,0,1,20.0,287,286
0,0,0,1.0,287,285
0,0,4,28.0,189,188
0,0,0,1.0,189,115
0,0,0,1.0,189,189
0,0,0,1.0,189,121
0,0,0,1.0,189,126
8,0,0,16.0,189,122
1,0,0,1.0,287,177
6,0,1,38.0,287,112
0,0,0,1.0,144,144
10,0,0,23.0,144,133
141,6,83,907.0,1114,122
0,0,0,6.0,778,778
35,0,15,131.0,778,181
0,0,0,1.0,144,144
0,0,0,1.0,144,113
0,0,0,16.0,778,778
1,0,0,6.0,778,652
0,0,0,1.0,778,765
1,0,0,1.0,144,144
0,0,0,1.0,144,120
3,0,0,8.0,778,776
2,0,0,6.0,1460,354
27,0,13,314.0,1460,228
10,0,2,126.0,1460,565
14,0,0,78.0,1460,1380
0,0,5,101.0,1460,589
0,0,3,101.0,1460,135
2,0,0,13.0,1460,1460
16,0,0,1.0,1460,585
8,0,0,111.0,1022,1022
4,0,0,1.0,1022,682
44,0,0,114.0,1022,921
1,0,0,1.0,1460,963
18,0,7,129.0,1460,125
4,0,0,46.0,1022,991
0,0,0,11.0,215,215
1,0,0,3.0,215,191
2,0,0,1.0,215,135
0,0,0,2.0,215,214
0,0,0,1.0,215,204
0,0,0,1.0,215,215
2,0,0,6.0,215,215
0,0,0,11.0,215,145
0,0,0,1.0,215,119
9,2,1,131.0,215,112
0,0,0,1.0,206,206
0,0,0,1.0,206,181
5,0,0,6.0,1541,1541
3,0,0,6.0,1541,1541
0,0,0,3.0,883,883
4,0,1,128.0,1541,381
11,0,0,48.0,1541,1531
61,3,29,336.0,883,171
1,0,0,1.0,884,265
0,0,2,101.0,883,878
8,0,0,11.0,883,134
0,0,0,1.0,883,882
21,0,0,9.0,883,400
0,0,0,11.0,1068,1068
2,0,2,23.0,1541,1530
0,0,0,6.0,695,688
1,0,0,1.0,1068,1067
4,0,0,24.0,1541,1541
0,0,5,101.0,1541,119
0,0,0,11.0,1541,1541
5,0,0,101.0,1541,1541
0,0,0,1.0,128,128
8,0,1,106.0,1147,122
3,0,0,18.0,1147,1144
1,0,0,1.0,1147,1147
518,0,84,2035.0,1147,392
4,0,0,31.0,1147,1130
1,0,0,1.0,1147,1147
10,0,0,11.0,1147,1145
6,0,0,13.0,1147,1088
44,0,7,40.0,1147,1102
1,0,0,26.0,1640,1640
3,0,0,61.0,1640,1640
13,0,2,113.0,1640,726
1,0,0,8.0,1640,816
0,0,0,101.0,1072,1072
20,0,4,111.0,1071,134
0,0,0,6.0,1640,1640
0,0,0,6.0,1640,1640
1,0,1,101.0,444,127
7,0,0,11.0,444,125
4,0,0,101.0,1640,1637
2,0,0,18.0,1640,1587
0,0,0,1.0,444,436
0,0,0,6.0,444,444
2,0,0,1.0,855,205
1,0,0,6.0,383,380
9,0,8,136.0,383,134
11,0,0,31.0,383,383
18,0,0,73.0,1068,1047
20,0,0,7.0,383,381
0,0,0,1.0,383,383
0,0,0,1.0,450,260
5,0,0,1.0,450,449
0,0,0,101.0,450,132
0,0,0,1.0,450,449
0,0,0,1.0,450,450
0,0,0,1.0,450,376
3,0,0,1.0,450,450
0,0,0,31.0,450,450
0,0,0,101.0,450,430
9,0,0,13.0,450,244
0,0,0,1.0,656,656
0,0,0,3.0,677,436
0,0,0,1.0,677,656
4,0,0,1.0,677,598
3,0,0,16.0,1068,252
1,0,1,101.0,677,427
0,0,0,1.0,656,656
6,0,0,56.0,677,669
4,0,0,11.0,677,676
2,0,0,1.0,855,855
14,0,1,22.0,698,252
66,0,40,247.0,740,122
0,0,0,1.0,698,221
0,0,0,1.0,698,698
0,0,0,101.0,698,640
3,0,0,6.0,698,313
3,0,0,25.0,698,173
0,0,0,1.0,698,337
482,5,266,534.0,1544,604
4,0,6,138.0,1544,135
3,0,0,1.0,740,740
1,0,0,101.0,1544,561
29,0,6,77.0,1544,143
0,0,20,101.0,1544,211
3,0,0,38.0,1544,1544
2,0,0,18.0,1544,1544
0,0,0,6.0,669,646
5,0,0,16.0,669,114
0,0,0,101.0,669,667
0,0,0,11.0,131,129
0,0,0,1.0,669,152
2,0,0,14.0,669,669
0,0,0,16.0,594,594
0,0,0,1.0,131,131
0,0,0,1.0,131,114
11,0,5,101.0,1340,119
2,0,0,13.0,1340,1280
2,0,0,6.0,1340,1340
105,0,22,337.0,1340,383
0,0,0,120.0,1340,1177
4,0,0,6.0,1340,1339
4,0,0,11.0,1340,1333
4,0,0,1.0,1340,1324
78,0,29,313.0,1340,943
13,0,0,101.0,1718,1141
3,0,0,8.0,1717,1660
130,4,717,712.0,1718,179
5,0,0,101.0,1718,150
3,0,0,101.0,1718,1703
11,0,2,190.0,1717,1491
6,0,4,45.0,742,189
6,0,0,29.0,742,717
5,0,0,3.0,742,607
0,0,0,38.0,742,662
1,0,0,1.0,742,736
0,0,0,1.0,742,742
0,0,0,1.0,742,254
1,0,0,11.0,742,742
1,0,0,1.0,1101,1100
16,0,1,27.0,1101,357
4,0,0,1.0,1101,1101
1,0,0,101.0,1101,488
27,0,1,118.0,1101,122
8,0,0,11.0,1101,1101
0,0,0,6.0,1101,1101
0,0,0,6.0,1101,1096
9,0,4,138.0,1031,123
3,0,0,31.0,1031,366
202,13,255,1422.0,1031,111
2,0,0,8.0,1031,903
11,0,0,9.0,664,619
0,0,0,1.0,664,664
0,0,1,101.0,664,607
